annee;code_sexe;sexe;code_secteur_cnu;secteur_disciplinaire;code_groupe_corps;groupe_de_corps;code_uai;etablissement;code_academie;academie;code_region;region;code_pres;PRES;code_idex;IDEX;beneficiaires;geolocalisation
2009;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0753237L;Arts et Métiers ParisTech;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;6;48.83376, 2.357537
2009;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0801344B;Université d'Amiens - Jules Verne;20;Amiens;22;Picardie;0512141A;PRES Picardie-Champagne;;Hors IDEX;9;49.87624, 2.266836
2009;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0840685N;Université d'Avignon;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;3;43.94944, 4.816998
2009;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0940607Z;École normale supérieure de Cachan;24;Créteil;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;6;48.7891, 2.325316
2009;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0951793H;Université de Cergy-Pontoise;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;8;49.04102, 2.080776
2009;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;9740478B;Université de La Réunion;28;Réunion;04;La Réunion;;Hors PRES;;Hors IDEX;2;-20.8776, 55.4473
2009;1;Hommes;4;Santé;1;Professeurs et assimilés;0134009M;Université d'Aix-Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;4;43.29206, 5.359012
2009;1;Hommes;4;Santé;1;Professeurs et assimilés;0350936C;Université Rennes 1;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;2;48.11605, -1.67414
2009;1;Hommes;4;Santé;1;Professeurs et assimilés;0440984F;Université Nantes;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;1;47.20964, -1.55578
2009;1;Hommes;4;Santé;1;Professeurs et assimilés;0631262E;Université Clermont-Ferrand 1 - Auvergne;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;1;45.77115, 3.088561
2009;1;Hommes;4;Santé;1;Professeurs et assimilés;0673021V;Université de Strasbourg;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;3;48.58004, 7.765612
2009;1;Hommes;4;Santé;1;Professeurs et assimilés;0751723R;Université Paris 7 - Denis Diderot;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;5;48.8303, 2.381357
2009;1;Hommes;4;Santé;1;Professeurs et assimilés;0781944P;Université de Versailles Saint-Quentin;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;1;48.7997, 2.140946
2009;1;Hommes;4;Santé;1;Professeurs et assimilés;0911101C;Université Paris 11 - Paris Sud;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;6;48.69818, 2.181768
2009;1;Hommes;4;Santé;2;Maîtres de conférences et assimilés;0311384L;Université Toulouse 3 - Paul Sabatier;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;1;43.55708, 1.466079
2009;1;Hommes;4;Santé;2;Maîtres de conférences et assimilés;0350936C;Université Rennes 1;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;1;48.11605, -1.67414
2009;1;Hommes;4;Santé;2;Maîtres de conférences et assimilés;0595964M;Université du Littoral - Côte d'Opale;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;1;51.03955, 2.372557
2009;1;Hommes;4;Santé;2;Maîtres de conférences et assimilés;0751723R;Université Paris 7 - Denis Diderot;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;3;48.8303, 2.381357
2009;1;Hommes;5;STAPS;1;Professeurs et assimilés;0311384L;Université Toulouse 3 - Paul Sabatier;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;1;43.55708, 1.466079
2009;1;Hommes;5;STAPS;1;Professeurs et assimilés;0542493S;Université de Lorraine;12;Nancy-Metz;41;Lorraine;0542471T;PRES Université de Lorraine;;Hors IDEX;1;48.69623, 6.176543
2009;1;Hommes;5;STAPS;1;Professeurs et assimilés;9710585J;Université d'Antilles-Guyane;32;Guadeloupe;01;Guadeloupe;;Hors PRES;;Hors IDEX;1;16.22299, -61.527
2009;1;Hommes;5;STAPS;2;Maîtres de conférences et assimilés;0251215K;Université de Besançon - Franche-Comté;03;Besançon;43;Franche-Comté;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;1;47.24045, 6.022715
2009;1;Hommes;5;STAPS;2;Maîtres de conférences et assimilés;0381838S;Université Grenoble 1 - Joseph Fourier;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;1;45.19144, 5.767264
2009;2;Femmes;1;Droit et sciences économiques;1;Professeurs et assimilés;0134009M;Université d'Aix-Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;1;43.29206, 5.359012
2009;2;Femmes;1;Droit et sciences économiques;1;Professeurs et assimilés;0350936C;Université Rennes 1;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;1;48.11605, -1.67414
2009;2;Femmes;1;Droit et sciences économiques;1;Professeurs et assimilés;0750736T;Paris Dauphine;01;Paris;11;Île-de-France;0755575C;PRES Paris Sciences et Lettres - Quartier latin;4;IDEX PSL;1;48.87114, 2.275291
2009;2;Femmes;1;Droit et sciences économiques;1;Professeurs et assimilés;0751717J;Université Paris 1 - Panthéon Sorbonne;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;5;48.8468, 2.34486
2009;2;Femmes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0350936C;Université Rennes 1;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;2;48.11605, -1.67414
2009;2;Femmes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0593559Y;Université Lille 1 - Sciences technologies;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;1;50.61158, 3.142495
2009;2;Femmes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0691774D;Université Lyon 1 - Claude Bernard;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.77916, 4.872874
2009;2;Femmes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0911101C;Université Paris 11 - Paris Sud;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;1;48.69818, 2.181768
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0311383K;Université Toulouse - Jean Jaurès;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;2;43.57769, 1.404021
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0370800U;Université de Tours - François Rabelais;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;3;47.38366, 0.675319
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0440984F;Université Nantes;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;4;47.20964, -1.55578
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0490970N;Université d'Angers;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;1;47.47702, -0.54955
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0640251A;Université de Pau - Pays de Adour;04;Bordeaux;72;Aquitaine;0333178A;PRES Université de Bordeaux;;Hors IDEX;1;43.31994, -0.36419
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0690173N;Institut détudes politiques de Lyon;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.74709, 4.835774
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0751720M;Université Paris 4 - Sorbonne;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;11;48.84811, 2.342619
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0753486G;École pratique des hautes études;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;4;48.85869, 2.329426
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0753494R;Muséum national d'histoire naturelle;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;1;48.84412, 2.355615
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0753742K;École des hautes études en sciences sociales;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;4;48.83589, 2.371983
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0941111X;Université Paris 12 - Val de Marne;24;Créteil;11;Île-de-France;0772710C;PRES Université Paris Est;;Hors IDEX;3;48.78816, 2.445964
2009;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0951793H;Université de Cergy-Pontoise;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;2;49.04102, 2.080776
2009;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0341089Z;Université Montpellier 3 - Paul-Valéry;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;1;43.63678, 3.867299
2009;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0640251A;Université de Pau - Pays de Adour;04;Bordeaux;72;Aquitaine;0333178A;PRES Université de Bordeaux;;Hors IDEX;1;43.31994, -0.36419
2009;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0811293R;CUFR Jean-Francois Champollion Albi;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;;Hors IDEX;1;43.91961, 2.139602
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0133774G;École centrale de Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;1;43.24929, 5.555178
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0311381H;Institut national polytechnique de Toulouse;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;2;43.55583, 1.503667
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0311384L;Université Toulouse 3 - Paul Sabatier;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;13;43.55708, 1.466079
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0331765P;Université Bordeaux 2 - Victor Segalen;04;Bordeaux;72;Aquitaine;;Hors PRES;;Hors IDEX;2;
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0370800U;Université de Tours - François Rabelais;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;2;47.38366, 0.675319
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0381912X;Institut polytechnique de Grenoble;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;4;45.19071, 5.717403
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0450855K;Université d'Orléans;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;4;47.8482, 1.932077
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0511296G;Université de Reims - Champagne-Ardenne;19;Reims;21;Champagne-Ardenne;0512141A;PRES Picardie-Champagne;;Hors IDEX;1;49.2559, 4.040127
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0590349J;École centrale de Lille;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;1;50.61158, 3.142495
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0681166Y;Université de Mulhouse - Haute Alsace;15;Strasbourg;42;Alsace;;Hors PRES;;Hors IDEX;1;47.729, 7.310924
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0691774D;Université Lyon 1 - Claude Bernard;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;7;45.77916, 4.872874
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0751722P;Université Paris 6 - Pierre et Marie Curie;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;18;48.84641, 2.354846
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0753486G;École pratique des hautes études;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;1;48.85869, 2.329426
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0911101C;Université Paris 11 - Paris Sud;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;13;48.69818, 2.181768
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0931238R;Université Paris 13 - Paris Nord;24;Créteil;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;2;48.95591, 2.338811
2009;2;Femmes;3;Sciences;1;Professeurs et assimilés;0941111X;Université Paris 12 - Val de Marne;24;Créteil;11;Île-de-France;0772710C;PRES Université Paris Est;;Hors IDEX;1;48.78816, 2.445964
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0060099A;Observatoire de la côte d'azur;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;1;43.72632, 7.29861
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0310152X;Institut national des sciences appliquées de Toulouse;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;3;43.57185, 1.464936
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0341087X;Université Montpellier 1;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;2;43.61493, 3.873641
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0381912X;Institut polytechnique de Grenoble;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;3;45.19071, 5.717403
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0440984F;Université Nantes;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;1;47.20964, -1.55578
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0450855K;Université d'Orléans;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;1;47.8482, 1.932077
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0511296G;Université de Reims - Champagne-Ardenne;19;Reims;21;Champagne-Ardenne;0512141A;PRES Picardie-Champagne;;Hors IDEX;1;49.2559, 4.040127
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0660437S;Université de Perpignan;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;1;42.68099, 2.902596
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0691774D;Université Lyon 1 - Claude Bernard;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;16;45.77916, 4.872874
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0751721N;Université Paris 5 - René Descartes;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;1;48.8512, 2.340784
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0860856N;Université de Poitiers;13;Poitiers;54;Poitou-Charentes;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;7;46.5857, 0.345813
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0900424X;Université de technologie de Belfort-Montbéliard;03;Besançon;43;Franche-Comté;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;2;47.58643, 6.865797
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0931238R;Université Paris 13 - Paris Nord;24;Créteil;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;1;48.95591, 2.338811
2009;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0940607Z;École normale supérieure de Cachan;24;Créteil;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;1;48.7891, 2.325316
2009;2;Femmes;4;Santé;1;Professeurs et assimilés;0341087X;Université Montpellier 1;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;1;43.61493, 3.873641
2009;2;Femmes;4;Santé;1;Professeurs et assimilés;0751721N;Université Paris 5 - René Descartes;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;3;48.8512, 2.340784
2009;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0251215K;Université de Besançon - Franche-Comté;03;Besançon;43;Franche-Comté;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;1;47.24045, 6.022715
2009;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0542493S;Université de Lorraine;12;Nancy-Metz;41;Lorraine;0542471T;PRES Université de Lorraine;;Hors IDEX;1;48.69623, 6.176543
2009;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0801344B;Université d'Amiens - Jules Verne;20;Amiens;22;Picardie;0512141A;PRES Picardie-Champagne;;Hors IDEX;1;49.87624, 2.266836
2009;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0860856N;Université de Poitiers;13;Poitiers;54;Poitou-Charentes;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;1;46.5857, 0.345813
2009;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0870669E;Université de Limoges;22;Limoges;74;Limousin;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;1;45.82649, 1.258314
2009;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0931238R;Université Paris 13 - Paris Nord;24;Créteil;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;1;48.95591, 2.338811
2009;2;Femmes;5;STAPS;1;Professeurs et assimilés;0350937D;Université Rennes 2 - Haute Bretagne;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;1;48.1215, -1.70447
2009;2;Femmes;5;STAPS;1;Professeurs et assimilés;0450855K;Université d'Orléans;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;1;47.8482, 1.932077
2009;2;Femmes;5;STAPS;2;Maîtres de conférences et assimilés;0593560Z;Université Lille 2 - Droit et santé;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;1;50.63128, 3.075648
2009;2;Femmes;5;STAPS;2;Maîtres de conférences et assimilés;0691774D;Université Lyon 1 - Claude Bernard;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.77916, 4.872874
2009;2;Femmes;5;STAPS;2;Maîtres de conférences et assimilés;0830766G;Université de Toulon - Sud Toulon Var;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;1;43.13739, 6.008149
2010;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0352317D;Institut détudes politiques de Rennes;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;1;48.12094, -1.66842
2010;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0660437S;Université de Perpignan;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;1;42.68099, 2.902596
2010;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0691775E;Université Lyon 2 - Lumière;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;2;45.74955, 4.837425
2010;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0753742K;École des hautes études en sciences sociales;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;4;48.83589, 2.371983
2010;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0870669E;Université de Limoges;22;Limoges;74;Limousin;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;1;45.82649, 1.258314
2010;1;Hommes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0290346U;Université de Brest - Bretagne occidentale;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;1;48.39843, -4.5083
2010;1;Hommes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0751718K;Université Paris 2 - Panthéon Assas;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;1;48.8468, 2.34486
2010;1;Hommes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0801344B;Université d'Amiens - Jules Verne;20;Amiens;22;Picardie;0512141A;PRES Picardie-Champagne;;Hors IDEX;1;49.87624, 2.266836
2010;1;Hommes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0951793H;Université de Cergy-Pontoise;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;1;49.04102, 2.080776
2010;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0171463Y;Université de La Rochelle;13;Poitiers;54;Poitou-Charentes;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;2;46.14182, -1.15113
2010;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0331766R;Université Bordeaux Montaigne;04;Bordeaux;72;Aquitaine;0333178A;PRES Université de Bordeaux;2;IDEX Bordeaux;7;44.79508, -0.61118
2011;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0450855K;Université d'Orléans;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;4;47.8482, 1.932077
2011;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0511296G;Université de Reims - Champagne-Ardenne;19;Reims;21;Champagne-Ardenne;0512141A;PRES Picardie-Champagne;;Hors IDEX;1;49.2559, 4.040127
2011;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0631262E;Université Clermont-Ferrand 1 - Auvergne;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;3;45.77115, 3.088561
2011;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0640251A;Université de Pau - Pays de Adour;04;Bordeaux;72;Aquitaine;0333178A;PRES Université de Bordeaux;;Hors IDEX;2;43.31994, -0.36419
2011;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0730858L;Université de Chambéry - Savoie;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;2;45.56677, 5.917635
2011;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0781944P;Université de Versailles Saint-Quentin;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;1;48.7997, 2.140946
2011;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0840685N;Université d'Avignon;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;1;43.94944, 4.816998
2011;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0593561A;Université Lille 3 - Charles-de-Gaulle;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;3;50.62662, 3.125444
2011;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0631525R;Université Clermont-Ferrand 2 - Blaise Pascal;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;5;45.77626, 3.091604
2011;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0690173N;Institut détudes politiques de Lyon;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.74709, 4.835774
2011;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0691774D;Université Lyon 1 - Claude Bernard;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;2;45.77916, 4.872874
2011;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0692437Z;Université Lyon 3 - Jean Moulin;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;2;45.75181, 4.837565
2011;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0751719L;Université Paris 3 - Sorbonne Nouvelle;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;7;48.84888, 2.343049
2011;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0751720M;Université Paris 4 - Sorbonne;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;17;48.84811, 2.342619
2011;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0753478Y;École nationale des chartes;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;1;48.84863, 2.343014
2011;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0801344B;Université d'Amiens - Jules Verne;20;Amiens;22;Picardie;0512141A;PRES Picardie-Champagne;;Hors IDEX;3;49.87624, 2.266836
2011;1;Hommes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0060931E;Université de Nice - Sophia-Antipolis;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;2;43.71383, 7.265501
2011;1;Hommes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0331765P;Université Bordeaux 2 - Victor Segalen;04;Bordeaux;72;Aquitaine;;Hors PRES;;Hors IDEX;1;
2011;1;Hommes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0751723R;Université Paris 7 - Denis Diderot;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;1;48.8303, 2.381357
2011;1;Hommes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0941111X;Université Paris 12 - Val de Marne;24;Créteil;11;Île-de-France;0772710C;PRES Université Paris Est;;Hors IDEX;1;48.78816, 2.445964
2011;1;Hommes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0951793H;Université de Cergy-Pontoise;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;1;49.04102, 2.080776
2011;1;Hommes;3;Sciences;1;Professeurs et assimilés;0350937D;Université Rennes 2 - Haute Bretagne;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;1;48.1215, -1.70447
