annee;code_sexe;sexe;code_secteur_cnu;secteur_disciplinaire;code_groupe_corps;groupe_de_corps;code_uai;etablissement;code_academie;academie;code_region;region;code_pres;PRES;code_idex;IDEX;beneficiaires;geolocalisation
1994;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0593561A;Université Lille 3 - Charles-de-Gaulle;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;4;50.62662, 3.125444
1994;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0631525R;Université Clermont-Ferrand 2 - Blaise Pascal;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;2;45.77626, 3.091604
1994;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0860856N;Université de Poitiers;13;Poitiers;54;Poitou-Charentes;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;3;46.5857, 0.345813
1994;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0921204J;Université Paris 10 - Nanterre;25;Versailles;11;Île-de-France;0755698L;PRES Paris Lumières;;Hors IDEX;10;48.90472, 2.20883
1994;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0931827F;Université Paris 8 - Vincennes Saint-Denis;24;Créteil;11;Île-de-France;0755698L;PRES Paris Lumières;;Hors IDEX;9;48.94524, 2.363943
1994;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0691775E;Université Lyon 2 - Lumière;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.74955, 4.837425
1994;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0751721N;Université Paris 5 - René Descartes;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;1;48.8512, 2.340784
1994;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0753486G;École pratique des hautes études;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;2;48.85869, 2.329426
1994;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0753742K;École des hautes études en sciences sociales;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;1;48.83589, 2.371983
1994;2;Femmes;3;Sciences;1;Professeurs et assimilés;0060931E;Université de Nice - Sophia-Antipolis;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;3;43.71383, 7.265501
1994;2;Femmes;3;Sciences;1;Professeurs et assimilés;0381912X;Institut polytechnique de Grenoble;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;7;45.19071, 5.717403
1994;2;Femmes;3;Sciences;1;Professeurs et assimilés;0631262E;Université Clermont-Ferrand 1 - Auvergne;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;1;45.77115, 3.088561
1994;2;Femmes;3;Sciences;1;Professeurs et assimilés;0690187D;École centrale de Lyon;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.78262, 4.766263
1994;2;Femmes;3;Sciences;1;Professeurs et assimilés;0692437Z;Université Lyon 3 - Jean Moulin;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.75181, 4.837565
1994;2;Femmes;3;Sciences;1;Professeurs et assimilés;0751721N;Université Paris 5 - René Descartes;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;4;48.8512, 2.340784
1994;2;Femmes;3;Sciences;1;Professeurs et assimilés;0753471R;Conservatoire national des arts et métiers;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;1;48.86672, 2.35429
1994;2;Femmes;3;Sciences;1;Professeurs et assimilés;0870669E;Université de Limoges;22;Limoges;74;Limousin;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;4;45.82649, 1.258314
1994;2;Femmes;3;Sciences;1;Professeurs et assimilés;0931238R;Université Paris 13 - Paris Nord;24;Créteil;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;7;48.95591, 2.338811
1994;2;Femmes;3;Sciences;1;Professeurs et assimilés;0951793H;Université de Cergy-Pontoise;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;2;49.04102, 2.080776
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0141408E;Université de Caen - Basse-Normandie;05;Caen;25;Basse-Normandie;0142382N;PRES Normandie Université;;Hors IDEX;5;49.18818, -0.36381
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0511296G;Université de Reims - Champagne-Ardenne;19;Reims;21;Champagne-Ardenne;0512141A;PRES Picardie-Champagne;;Hors IDEX;1;49.2559, 4.040127
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0542493S;Université de Lorraine;12;Nancy-Metz;41;Lorraine;0542471T;PRES Université de Lorraine;;Hors IDEX;6;48.69623, 6.176543
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0590349J;École centrale de Lille;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;1;50.61158, 3.142495
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0593559Y;Université Lille 1 - Sciences technologies;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;6;50.61158, 3.142495
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0601223D;Université de technologie de Compiègne;20;Amiens;22;Picardie;0512141A;PRES Picardie-Champagne;;Hors IDEX;1;49.41483, 2.817877
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0690192J;Institut national des sciences appliquées de Lyon;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.78241, 4.87777
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0691774D;Université Lyon 1 - Claude Bernard;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;10;45.77916, 4.872874
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0751721N;Université Paris 5 - René Descartes;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;4;48.8512, 2.340784
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0751722P;Université Paris 6 - Pierre et Marie Curie;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;23;48.84641, 2.354846
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0751723R;Université Paris 7 - Denis Diderot;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;12;48.8303, 2.381357
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0753237L;Arts et Métiers ParisTech;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;1;48.83376, 2.357537
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0753471R;Conservatoire national des arts et métiers;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;2;48.86672, 2.35429
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0753480A;Collège de France;01;Paris;11;Île-de-France;;Hors PRES;;Hors IDEX;1;48.84916, 2.345613
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0911975C;Université d'Evry Val-d'Essonne;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;;Hors IDEX;2;48.62488, 2.426571
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0941111X;Université Paris 12 - Val de Marne;24;Créteil;11;Île-de-France;0772710C;PRES Université Paris Est;;Hors IDEX;3;48.78816, 2.445964
1994;2;Femmes;4;Santé;1;Professeurs et assimilés;0211237F;Université de Dijon - Bourgogne;07;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;1;47.3141, 5.066377
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0730858L;Université de Chambéry - Savoie;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;4;45.56677, 5.917635
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0781944P;Université de Versailles Saint-Quentin;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;4;48.7997, 2.140946
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0801344B;Université d'Amiens - Jules Verne;20;Amiens;22;Picardie;0512141A;PRES Picardie-Champagne;;Hors IDEX;3;49.87624, 2.266836
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0870862P;École nationale supérieure de céramique industrielle de Limoges;22;Limoges;74;Limousin;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;1;45.8365, 1.242573
1994;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0931238R;Université Paris 13 - Paris Nord;24;Créteil;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;1;48.95591, 2.338811
1994;2;Femmes;4;Santé;1;Professeurs et assimilés;0134009M;Université d'Aix-Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;1;43.29206, 5.359012
1994;2;Femmes;4;Santé;1;Professeurs et assimilés;0311384L;Université Toulouse 3 - Paul Sabatier;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;1;43.55708, 1.466079
1994;2;Femmes;4;Santé;1;Professeurs et assimilés;0331765P;Université Bordeaux 2 - Victor Segalen;04;Bordeaux;72;Aquitaine;;Hors PRES;;Hors IDEX;1;
1994;2;Femmes;4;Santé;1;Professeurs et assimilés;0673021V;Université de Strasbourg;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;1;48.58004, 7.765612
1994;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0341087X;Université Montpellier 1;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;5;43.61493, 3.873641
1994;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0440984F;Université Nantes;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;2;47.20964, -1.55578
1994;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0761904G;Université de Rouen;21;Rouen;23;Haute-Normandie;0142382N;PRES Normandie Université;;Hors IDEX;2;49.46033, 1.067308
1994;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0911101C;Université Paris 11 - Paris Sud;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;4;48.69818, 2.181768
1994;2;Femmes;5;STAPS;1;Professeurs et assimilés;0350937D;Université Rennes 2 - Haute Bretagne;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;1;48.1215, -1.70447
1995;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0251215K;Université de Besançon - Franche-Comté;03;Besançon;43;Franche-Comté;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;1;47.24045, 6.022715
1995;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0311382J;Université Toulouse 1 - Sciences sociales;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;5;43.60635, 1.435616
1995;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0341087X;Université Montpellier 1;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;1;43.61493, 3.873641
1995;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0440984F;Université Nantes;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;1;47.20964, -1.55578
1995;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0751717J;Université Paris 1 - Panthéon Sorbonne;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;9;48.8468, 2.34486
1995;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0751718K;Université Paris 2 - Panthéon Assas;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;5;48.8468, 2.34486
1995;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0751721N;Université Paris 5 - René Descartes;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;1;48.8512, 2.340784
1995;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;9710585J;Université d'Antilles-Guyane;32;Guadeloupe;01;Guadeloupe;;Hors PRES;;Hors IDEX;1;16.22299, -61.527
1995;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;9740478B;Université de La Réunion;28;Réunion;04;La Réunion;;Hors PRES;;Hors IDEX;1;-20.8776, 55.4473
1995;1;Hommes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0623957P;Université d'Artois;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;1;50.28498, 2.791028
1995;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0134009M;Université d'Aix-Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;9;43.29206, 5.359012
1995;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0331765P;Université Bordeaux 2 - Victor Segalen;04;Bordeaux;72;Aquitaine;;Hors PRES;;Hors IDEX;1;
1995;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0381838S;Université Grenoble 1 - Joseph Fourier;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;3;45.19144, 5.767264
1995;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0542493S;Université de Lorraine;12;Nancy-Metz;41;Lorraine;0542471T;PRES Université de Lorraine;;Hors IDEX;1;48.69623, 6.176543
1995;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0751720M;Université Paris 4 - Sorbonne;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;23;48.84811, 2.342619
1995;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0753494R;Muséum national d'histoire naturelle;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;1;48.84412, 2.355615
1995;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0781944P;Université de Versailles Saint-Quentin;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;2;48.7997, 2.140946
1995;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;9740478B;Université de La Réunion;28;Réunion;04;La Réunion;;Hors PRES;;Hors IDEX;1;-20.8776, 55.4473
1995;1;Hommes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0311383K;Université Toulouse - Jean Jaurès;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;1;43.57769, 1.404021
1995;1;Hommes;3;Sciences;;;0753471R;Conservatoire national des arts et métiers;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;1;48.86672, 2.35429
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0101060Y;Université de technologie de Troyes;19;Reims;21;Champagne-Ardenne;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;1;48.27235, 4.076512
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0331764N;Université Bordeaux 1 - Sciences technologies;04;Bordeaux;72;Aquitaine;;Hors PRES;;Hors IDEX;14;
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0350936C;Université Rennes 1;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;13;48.11605, -1.67414
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0450855K;Université d'Orléans;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;1;47.8482, 1.932077
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0490970N;Université d'Angers;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;2;47.47702, -0.54955
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0593279U;Université de Valenciennes - Hainaut-Cambrésis;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;2;50.32856, 3.51461
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0593559Y;Université Lille 1 - Sciences technologies;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;16;50.61158, 3.142495
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0623957P;Université d'Artois;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;3;50.28498, 2.791028
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0631525R;Université Clermont-Ferrand 2 - Blaise Pascal;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;6;45.77626, 3.091604
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0640251A;Université de Pau - Pays de Adour;04;Bordeaux;72;Aquitaine;0333178A;PRES Université de Bordeaux;;Hors IDEX;3;43.31994, -0.36419
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0681166Y;Université de Mulhouse - Haute Alsace;15;Strasbourg;42;Alsace;;Hors PRES;;Hors IDEX;2;47.729, 7.310924
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0751722P;Université Paris 6 - Pierre et Marie Curie;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;20;48.84641, 2.354846
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0753428U;Institut de physique du globe de Paris;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;1;48.84641, 2.354846
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0753480A;Collège de France;01;Paris;11;Île-de-France;;Hors PRES;;Hors IDEX;1;48.84916, 2.345613
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0760165S;Institut national des sciences appliquées de Rouen;21;Rouen;23;Haute-Normandie;0142382N;PRES Normandie Université;;Hors IDEX;1;49.38704, 1.065087
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0860856N;Université de Poitiers;13;Poitiers;54;Poitou-Charentes;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;4;46.5857, 0.345813
1995;1;Hommes;3;Sciences;1;Professeurs et assimilés;0911975C;Université d'Evry Val-d'Essonne;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;;Hors IDEX;1;48.62488, 2.426571
1995;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0311381H;Institut national polytechnique de Toulouse;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;2;43.55583, 1.503667
1995;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0350097R;Institut national des sciences appliquées de Rennes;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;1;48.1208, -1.63575
1995;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0350936C;Université Rennes 1;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;2;48.11605, -1.67414
1995;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0640251A;Université de Pau - Pays de Adour;04;Bordeaux;72;Aquitaine;0333178A;PRES Université de Bordeaux;;Hors IDEX;2;43.31994, -0.36419
1995;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0691775E;Université Lyon 2 - Lumière;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.74955, 4.837425
1995;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0753237L;Arts et Métiers ParisTech;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;1;48.83376, 2.357537
1995;1;Hommes;4;Santé;1;Professeurs et assimilés;0211237F;Université de Dijon - Bourgogne;07;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;2;47.3141, 5.066377
1995;1;Hommes;4;Santé;1;Professeurs et assimilés;0370800U;Université de Tours - François Rabelais;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;3;47.38366, 0.675319
1995;1;Hommes;4;Santé;1;Professeurs et assimilés;0673021V;Université de Strasbourg;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;2;48.58004, 7.765612
1995;1;Hommes;4;Santé;2;Maîtres de conférences et assimilés;0911101C;Université Paris 11 - Paris Sud;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;2;48.69818, 2.181768
1995;1;Hommes;5;STAPS;1;Professeurs et assimilés;0341087X;Université Montpellier 1;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;1;43.61493, 3.873641
1995;2;Femmes;1;Droit et sciences économiques;1;Professeurs et assimilés;0921204J;Université Paris 10 - Nanterre;25;Versailles;11;Île-de-France;0755698L;PRES Paris Lumières;;Hors IDEX;1;48.90472, 2.20883
1995;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0211237F;Université de Dijon - Bourgogne;07;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;2;47.3141, 5.066377
1995;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0751720M;Université Paris 4 - Sorbonne;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;7;48.84811, 2.342619
1995;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0751723R;Université Paris 7 - Denis Diderot;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;4;48.8303, 2.381357
1995;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0753486G;École pratique des hautes études;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;2;48.85869, 2.329426
1995;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0753488J;Institut national des langues et civilisations orientales;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;1;48.82971, 2.380587
1995;2;Femmes;3;Sciences;1;Professeurs et assimilés;0350936C;Université Rennes 1;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;3;48.11605, -1.67414
1995;2;Femmes;3;Sciences;1;Professeurs et assimilés;0381839T;Université Grenoble 2 - Pierre Mendès France;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;1;45.18961, 5.769436
1995;2;Femmes;3;Sciences;1;Professeurs et assimilés;0440984F;Université Nantes;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;1;47.20964, -1.55578
1995;2;Femmes;3;Sciences;1;Professeurs et assimilés;0631525R;Université Clermont-Ferrand 2 - Blaise Pascal;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;1;45.77626, 3.091604
1995;2;Femmes;3;Sciences;1;Professeurs et assimilés;0720916E;Université du Maine;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;1;48.01605, 0.149889
1995;2;Femmes;3;Sciences;1;Professeurs et assimilés;0751722P;Université Paris 6 - Pierre et Marie Curie;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;1;48.84641, 2.354846
1995;2;Femmes;3;Sciences;1;Professeurs et assimilés;0951793H;Université de Cergy-Pontoise;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;2;49.04102, 2.080776
1995;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0060931E;Université de Nice - Sophia-Antipolis;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;1;43.71383, 7.265501
1995;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0311384L;Université Toulouse 3 - Paul Sabatier;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;2;43.55708, 1.466079
1995;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0761904G;Université de Rouen;21;Rouen;23;Haute-Normandie;0142382N;PRES Normandie Université;;Hors IDEX;1;49.46033, 1.067308
1996;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0060931E;Université de Nice - Sophia-Antipolis;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;2;43.71383, 7.265501
1996;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0381839T;Université Grenoble 2 - Pierre Mendès France;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;1;45.18961, 5.769436
1996;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0450855K;Université d'Orléans;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;2;47.8482, 1.932077
1996;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0640251A;Université de Pau - Pays de Adour;04;Bordeaux;72;Aquitaine;0333178A;PRES Université de Bordeaux;;Hors IDEX;1;43.31994, -0.36419
1996;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0673021V;Université de Strasbourg;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;3;48.58004, 7.765612
1996;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0720916E;Université du Maine;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;1;48.01605, 0.149889
1996;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0751717J;Université Paris 1 - Panthéon Sorbonne;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;8;48.8468, 2.34486
1996;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0290346U;Université de Brest - Bretagne occidentale;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;4;48.39843, -4.5083
1996;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0311382J;Université Toulouse 1 - Sciences sociales;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;1;43.60635, 1.435616
1996;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0331765P;Université Bordeaux 2 - Victor Segalen;04;Bordeaux;72;Aquitaine;;Hors PRES;;Hors IDEX;1;
